"# 文本key","文本value"
"xuan_yin_zhenqi_lv_skill_5","<TipGray>Increases Moon Skill DMG by</> <TDName>250%</>\\n<TipGray>Doubles Moon Skill effects</>"
"chun_yang_zhenqi_lv_skill_1","<TipGray>Increases Sun Skill DMG by</> <TDName>50%</>"
"chun_yang_zhenqi_lv_skill_2","<TipGray>Increases Sun Skill DMG by</> <TDName>100%</>"
"chun_yang_zhenqi_lv_skill_3","<TipGray>Increases Sun Skill DMG by</> <TDName>150%</>"
"chun_yang_zhenqi_lv_skill_4","<TipGray>Increases Sun Skill DMG by</> <TDName>200%</>"
"chun_yang_zhenqi_lv_skill_5","<TipGray>Increases Sun Skill DMG by</> <TDName>250%</>\\n<TipGray>Doubles Sun Skill effects</>"
"sha_du_zhenqi_lv_skill_1","<TipGray>Increases Venom Skill DMG by</> <TDName>50%</>"
"sha_du_zhenqi_lv_skill_2","<TipGray>Increases Venom Skill DMG by</> <TDName>100%</>"
"sha_du_zhenqi_lv_skill_3","<TipGray>Increases Venom Skill DMG by</> <TDName>150%</>"
"sha_du_zhenqi_lv_skill_4","<TipGray>Increases Venom Skill DMG by</> <TDName>200%</>"
"sha_du_zhenqi_lv_skill_5","<TipGray>Increases Venom Skill DMG by</> <TDName>250%</>\\n<TipGray>Doubles Venom Skill effects</>"
"hun_yuan_zhenqi_lv_skill_1","<TipGray>Increases Harmony Skill DMG by</> <TDName>50%</>"
"hun_yuan_zhenqi_lv_skill_2","<TipGray>Increases Harmony Skill DMG by</> <TDName>100%</>"
"hun_yuan_zhenqi_lv_skill_3","<TipGray>Increases Harmony Skill DMG by</> <TDName>150%</>"
"hun_yuan_zhenqi_lv_skill_4","<TipGray>Increases Harmony Skill DMG by</> <TDName>200%</>"
"hun_yuan_zhenqi_lv_skill_5","<TipGray>Increases Harmony Skill DMG by</> <TDName>250%</>\\n<TipGray>Doubles Harmony Skill effects</>"
"like_nothing","I don't have a favorite item"
"like_desc","I like"
"hate_desc","I hate"
"like_hate_desc_0","Sneak"
"like_hate_desc_1","Loot"
"like_hate_desc_2","Misdeed"
"like_hate_desc_3","Steal"
"like_hate_desc_4","Set a fire"
"like_hate_desc_5","Drink wine"
"like_hate_desc_6","Beg"
"like_hate_desc_7","Poisoning"
"like_hate_desc_8","Music"
"like_hate_desc_9","Spar"
"like_hate_desc_10","Treasure"
"like_hate_desc_11","Divine Weapon"
"tile_place_loading","Expanding World...\\nSaving..."
"tile_place_rotate","Rotate new area"
"tile_show_tips_sect","New Sect Appears"
"tile_show_tips_bandits","Bandits Appear"
"tile_show_tips_royal","Appears in the dynasty"
"tile_unlock_need","Unlock Conditions"
"tile_normal","Normal"
"tile_special","Special"
"challenge_bonus_desc","Choose a Blessing"
"challenge_bonus_title","Complete 「{0}」 Trials:Unlock New Area"
"challenge_bonus_1","Palm ATK"
"challenge_bonus_2","Fist DMG"
"challenge_bonus_3","Kick DMG"
"challenge_bonus_4","Weapon DMG"
"challenge_bonus_5","Concealed Weapon DMG"
"challenge_bonus_6","Max Vigor"
"challenge_bonus_7","Chi"
"challenge_bonus_8","Load"
"challenge_bonus_9","Kungfu Insight"
"challenge_bonus_10","Energy"
"challenge_desc_1","<TipGray>Gather</><TDName> {0}/{1} </><TipGray></><Yellow>{2}</>"
"challenge_desc_2","<TipGray>Build</><TDName> {0}/{1} </><Yellow>{2}</><Yellow> Press ([1=34])</>"
"challenge_desc_3","<TipGray>Acquire via the </><Yellow>Enlightenment Stone</><TipGray> in this area</>"
"challenge_desc_4","<TipGray>Find the</><Yellow> Hidden </><TipGray>Chest in this area</>"
"challenge_desc_5","<TipGray>Craft</><TDName> {0}/{1} </><Yellow>{2}</> <TipGray>Press ([1=7])</>\\n<Yellow>(Open 「Craft Items」 in Backpack)</>"
"challenge_desc_6","<TipGray>Defeat</><TDName> {0}/{1} </><TipGray></><Yellow>{2}</>"
"challenge_desc_7","<TipGray>Acquire Skill </><Yellow>「{0}」</>"
"challenge_desc_8","<TipGray>Acquire Inner Kungfu </><Yellow>「{0}」</> <TipGray>by sleeping</>"
"challenge_desc_9_0","<TipGray>Obtain</><TDName> {0}/{1} </><TipGray>DEF Gear of Grade </><Yellow>{2}</><TipGray> or better</>"
"challenge_desc_9_1","<TipGray>Obtain</><TDName> {0}/{1} </><TipGray>Weapons of Grade </><Yellow>{2}</><TipGray> or better</>"
"challenge_desc_9_2","<TipGray>Obtain</><TDName> {0}/{1} </><TipGray>Concealed Weapons of Grade </><Yellow>{2}</><TipGray> or better</>"
"challenge_desc_10","<TipGray>Become </><Yellow>Champion</>"
"challenge_desc_11","<TipGray>Press</> <TDNum>V</> <TipGray>to activate the Inner Kungfu </><Yellow>「{0}」</> <TipGray>in Meridians</>"
"challenge_desc_12","<TipGray>Tame</><TDName> {0}/{1} </><TipGray></><Yellow>{2}</>\\n<Yellow>(Apprentice with the Stable Manager or train by crafting traps)</>"
"challenge_desc_15","<TipGray>Destroy all facilities in</><TDName> {0}/{1} </><Yellow>Bandit Camps (including Shacks, Cages, Bonfires, and Fences)</><TipGray> in this region</>"
"challenge_desc_16","<TipGray>Steal</><TDName> {0}/{1} </><TipGray>items from others</>"
"challenge_desc_17","<TipGray>Use</><TDName> 「Broken Bowl」 </><TipGray>to beg and earn</><TDName> {0}/{1} </><TipGray>coins</>\\n<Yellow>(Open 「Craft Items」 in Backpack)</>"
"challenge_desc_18","<TipGray>Use Golden Acupuncture to cure Ailments for</><TDName> {0}/{1} </><TipGray>patients</>"
"challenge_desc_19","<TipGray>Pray for </><Yellow>Snow</> <TipGray>at City Guardian Temple and </><Yellow>change the temperature</>"
"challenge_desc_20","<TipGray>Earn</><TDName> {0}/{1} </><TipGray>coins by playing Qin</>\\n<Yellow>(Perform at the Music House; you can invite a few more people to hear you play. )</>"
"challenge_desc_21","<TipGray>Teach Skill/Inner Kungfu to others</><TDName> {0}/{1} </><TipGray>times</>"
"challenge_desc_22","<TipGray>Sneak into the Sect Hall in this area and </><Yellow>steal the Treasure Chest</>"
"challenge_desc_23","<TipGray>Create </><Yellow>Sect</>"
"challenge_desc_24","<TipGray>Help others</><TDName> {0}/{1} </><TipGray>times</>\\n<Yellow>(Teach others or complete others' Commissions)</>"
"challenge_desc_25","<TipGray>Cook a</><Yellow> 3-Star </><TipGray>food</>"
"challenge_desc_26","<TipGray>Acquire Skill/Inner Kungfu from others</><TDName> {0}/{1} </><TipGray>times</>"
"challenge_desc_27","<TipGray>Poison</><TDName> {0}/{1} </><TipGray>people</>\\n<Yellow>(Poison Gas can be applied to springs, beds, and tables)</>"
"challenge_desc_28","<TipGray>Have</><TDName> {1}/{2} </><TipGray>stacks of </><Yellow>{0}</>"
"challenge_desc_29","<TipGray>Take the </><Yellow>head</><TipGray> of the Sect Master in this area</>"
"challenge_desc_30","<TipGray>Detain</><TDName> {0}/{1} </><TipGray>Bandits</>"
"challenge_desc_31","<TipGray>Gather</><TDName> {0}/{1} </><TipGray></><Yellow>{2}</>"
"challenge_desc_32","<TipGray>Advance Ability</><Yellow> {0} </><TipGray>to</><Yellow> {1} </>\\n<Yellow>(Improve your Technique by chopping wood, mining, and gathering)</>"
"challenge_desc_33","<TipGray>Commission</><Yellow> {0}/{1} </><TipGray>people to protect yourself</>\\n<Yellow>(Give Commissions to others)</>"
"challenge_desc_34","<TipGray>Invite</><Yellow> {0}/{1} </><TipGray>people to entertainment activities</>\\n<Yellow>(Invite others to join you at a Spring, Tavern, or Music House for baths or drinks)</>"
"challenge_desc_35","<TipGray>Use Bonfire to cook</><Yellow> {0}/{1} </><Yellow>{2}</>\\n<Yellow>(Select Bonfire in Backpack and place on ground to Interact)</>"
"challenge_desc_36","<TipGray>Use Station in Stable to move to</><Yellow> {0} </>"
"challenge_desc_37","<TipGray>Activate at least</><Yellow> {0}/{1} </><TipGray>Inner Kungfu at once</>"
"challenge_desc_38","<TipGray>Use a Treasure Map and find the treasure</>"
"challenge_desc_39","<TipGray>Obtain Reputation </><Yellow>{0}</>\\n<Yellow>(Help others a few times to obtain an appraisal)</>"
"challenge_desc_40","<TipGray>Plant and harvest </><Yellow>Licorice</>"
"challenge_desc_41","<TipGray>Become</><Yellow> {2} </><TipGray>with</><Yellow> {0}/{1} </><TipGray>people</>\\n<Yellow>(You can establish Relations when Positive Attitude reaches 400)</>"
"challenge_desc_42","<TipGray>Eliminate</><TDName> {0}/{1} </><Yellow>Bandits</><TipGray> in this area</>"
"challenge_desc_43","<TipGray>Steal a total of</><TDName> {0}/{1} </><TipGray>worth of items by Sneaking</>"
"challenge_desc_44","<TipGray>Earn a total of</><TDName> {0}/{1} </><TipGray>coins by managing facilities</>"
"tile_challenge_tile","<RenWu>Trial: 「{0}」</>"
"tile_challenge_tile_2","Trial Objective 「{0}」"
"tile_unlock_desc","Have at least {0}/{1} sects in the world"
"tile_unlock_desc_1","Have {0}/{1} Land Masses in the world"
"tile_cur_tile","<RenWu>Current Lot: 「{0}」</>"
"DX_Cao_A001","Six-Mile Longting"
"DX_Cao_A002","Clearwave Loch"
"DX_Cao_A003","Mount Yandang"
"DX_Cao_A004","Skyland Village"
"DX_Cao_A005","Mount Snakeback"
"DX_Cao_A006","Black Crow Ridge"
"DX_Cao_A100","Rockhead Village"
"DX_Cao_A101","Stonestep Village"
"DX_Cao_A200","Weathered Mountain"
"DX_Cao_A201","Mount Millibeast"
"DX_Cao_A300","Kungfu Contest"
"DX_RongYan_A001","Lava Volcano"
"DX_RongYan_A002","Lava Quarry"
"DX_RongYan_A100","Villain Vale"
"DX_RongYan_A101","Redcloud Citadel"
"DX_RongYan_A200","Rubycliff Ravine"
"DX_RongYan_A201","Dragon Ridge Valley"
"DX_RongYan_B001","Redcliff Grottoes"
"DX_RongYan_B002","Flame Wall"
"DX_RongYan_C001","Swallow Falls"
"DX_RongYan_C002","Mount Green Conch"
"DX_RongYan_D001","Severed Palm Canyon"
"DX_RongYan_D002","Bull Hold Pass"
"DX_RongYan_E001","Falling Steed Meadow"
"DX_RongYan_E002","Thousand Cliff Cavern"
"DX_Sha_A001","Sandfall Citadel"
"DX_Sha_A002","Gravel Basin"
"DX_Sha_A100","Boulder Hamlet"
"DX_Sha_A101","Mistycloud Manor"
"DX_Sha_A200","Nine Wolves Burrow"
"DX_Sha_A201","Shadowy Gorge"
"DX_Sha_B001","Eagle Hunt Platform"
"DX_Sha_B002","Withergrass Ridge"
"DX_Sha_C001","Sunset Platform"
"DX_Sha_C002","Buddhist Reverence Meadow"
"DX_Sha_D001","Sheep Sacrifice Meadow"
"DX_Sha_D002","Wildsand Slope"
"DX_Sha_E001","Leafsail Lake"
"DX_Sha_E002","Hare Ear Pass"
"DX_Tu_A001","Miasma Ridge"
"DX_Tu_A002","Desolate Ridge"
"DX_Tu_A100","Maple Manor"
"DX_Tu_A101","Peach Retreat Village"
"DX_Tu_A200","Bamboo Pond"
"DX_Tu_A201","Drunken Immortal Lake"
"DX_Tu_B001","Adder Ridge"
"DX_Tu_B002","Ironbone Stream"
"DX_Tu_C001","Viper Woods"
"DX_Tu_C002","Mirror Lake Stonewoods"
"DX_Tu_D001","Golden Monkey Ridge"
"DX_Tu_D002","Wheat Hamlet"
"DX_Tu_E001","Monkey Hill"
"DX_Tu_E002","Nine Trials Labyrinth"
"DX_Xue_A001","Abyssal Ice Loch"
"DX_Xue_A002","Snowfall Lake"
"DX_Xue_A003","Frostdew Snowland"
"DX_Xue_A100","Iceplum Manor"
"DX_Xue_A101","Snowpine Village"
"DX_Xue_A200","Mount Beimang"
"DX_Xue_A201","Mount Plum"
"DX_Xue_B001","Iceworm Stream"
"DX_Xue_B002","Wonderpeak Valley"
"DX_Xue_C001","Ferret Peak"
"DX_Xue_C002","Glacier Range"
"DX_Xue_D001","Leyline Spring"
"DX_Xue_D002","Windshield Slope"
"DX_Xue_E001","Dragon Fang Loch"
"DX_Xue_E002","Ten-Mile Lodge"
"DX_DaXing_A001","Dragonspring Town"
"DX_DaXing_A002","Lin’an City"
"DX_DaXing_A003","Windrise City"
"DX_DaXing_A004","Winding Dragon Town"
"DX_DaXing_A005","Kindcreek Town"
"DX_DaXing_A006","Cloudrest Town"
"DX_DaXing_A007","Jadecreek Town"
"DX_DaXing_A008","Skybrook City"
"DX_DaXing_A009","Mount Cloudshade"
"DX_DaXing_A101","Mount Calamity"
"DX_DaXing_A102","Greenpeak Sect"
"DX_DaXing_A103","Miles Gang"
"DX_DaXing_A104","Vajra Sect"
"DX_DaXing_A105","Serenity Temple"
"X_PingYuan_A004","Barren Plains"
"X_ShaMo_A006","Flying Sword Meadow"
"X_HuPo_A004","Shadow Dragon Well"
"X_RongYan_A001","Flaming Pit"
"X_ZhaoZe_A001","Stygian Swamp"
"X_XueYuan_A006","Chilled Chasm"
"DX_DaXing_A100","Huanmos Temple"
"DX_DaXing_A011","Da Nai Forbidden City"
"tile_desc_300001","Plain\\nCozy"
"tile_desc_300100","Plain\\nCozy"
"tile_desc_300027","Plain\\nCozy"
"tile_desc_300033","Plain\\nCozy"
"tile_desc_300032","Plain\\nCozy"
"tile_desc_300047","Plain\\nCozy"
"tile_desc_300053","plain\\nPleasant climate"
"tile_desc_300010","Lava\\nHeat 5"
"tile_desc_300012","Lava\\nHeat 5"
"tile_desc_300106","Lava\\nHeat 5"
"tile_desc_300014","Lava\\nHeat 5"
"tile_desc_300107","Lava\\nHeat 5"
"tile_desc_300052","Lava\\nHeat 5"
"tile_desc_300018","Desert\\nHeat 2"
"tile_desc_300019","Desert\\nHeat 2"
"tile_desc_300021","Desert\\nHeat 2"
"tile_desc_300120","Desert\\nHeat 2"
"tile_desc_300121","Desert\\nHeat 2"
"tile_desc_300122","Desert\\nHeat 2"
"tile_desc_300123","Desert\\nHeat 2"
"tile_desc_300048","Desert\\nHeat 2"
"tile_desc_300030","Swamp\\nPoison Gas 3"
"tile_desc_300125","Swamp\\nPoison Gas 3"
"tile_desc_300127","Swamp\\nPoison Gas 3"
"tile_desc_300101","Swamp\\nPoison Gas 3"
"tile_desc_300051","Swamp\\nPoison Gas 3"
"tile_desc_300135","Snowland\\nCold 3"
"tile_desc_300036","Snowland\\nCold 3"
"tile_desc_300128","Snowland\\nCold 3"
"tile_desc_300130","Snowland\\nCold 3"
"tile_desc_300039","Snowland\\nCold 3"
"tile_desc_300131","Snowland\\nCold 3"
"tile_desc_300050","Snowland\\nCold 3"
"tile_desc_300002","Lake\\nCozy"
"tile_desc_300013","Lake\\nCozy"
"tile_desc_300126","Lake\\nCozy"
"tile_desc_300035","Lake\\nCold 2"
"tile_desc_300133","Lake\\nCold 2"
"tile_desc_300040","Lake\\nHealing Shrine"
"tile_desc_300049","Lake\\nCold 2"
"tile_desc_300102","Plain\\nCozy"
"tile_desc_300037","Snowland\\nCold 5"
"tile_desc_300134","Lake\\nCozy"
